[2020-10-30 09:33:38] main.ERROR: Unable to proceed: the maintenance mode is enabled.  [] []
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 07:59:20] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:06:31] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:06:34] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:06:48] main.ERROR: The path is not allowed: media/blog/cache/200x/magefan_blog/blog_5_2.jpg [] []
[2020-11-25 08:16:16] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:16:19] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:20:22] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:20:25] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:23:25] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:23:28] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:25:14] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:25:17] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:26:11] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:26:14] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:29:16] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:29:19] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:30:14] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:30:17] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:31:37] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:31:40] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:32:13] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:32:19] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=32&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Border%5D=relevance&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
[2020-11-25 08:33:14] main.CRITICAL: Failed to retrieve Adobe Stock search files results: Client error: `GET https://stock.adobe.io/Rest/Media/1/Search/Files?locale=en_US&search_parameters%5Blimit%5D=20&search_parameters%5Boffset%5D=0&search_parameters%5Bgallery_id%5D=Kqy5H45lnKzkC5I8JGFXYVwr2ltNwMe7&search_parameters%5Bfilters%5D%5Bcontent_type:photo%5D=1&search_parameters%5Bfilters%5D%5Bcontent_type:illustration%5D=1&search_parameters%5Bfilters%5D%5Bpremium%5D=all&result_columns%5B0%5D=id&result_columns%5B1%5D=nb_results&result_columns%5B2%5D=comp_url&result_columns%5B3%5D=thumbnail_240_url&result_columns%5B4%5D=width&result_columns%5B5%5D=height&result_columns%5B6%5D=thumbnail_500_url&result_columns%5B7%5D=title&result_columns%5B8%5D=creator_id&result_columns%5B9%5D=creator_name&result_columns%5B10%5D=creation_date&result_columns%5B11%5D=country_name&result_columns%5B12%5D=category&result_columns%5B13%5D=keywords&result_columns%5B14%5D=media_type_id&result_columns%5B15%5D=content_type&result_columns%5B16%5D=details_url&result_columns%5B17%5D=premium_level_id` resulted in a `403 Forbidden` response:
{"error_code":"403000","message":"Api Key is required"}

 [] []
